Area Code	Area Code (M49)	Area	Item Code	Item	Element Code	Element	Unit	Y2019	Y2020	Y2021	Y2022	Y2023
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	6184	Value US$, 2015 prices	million USD	9999999	2391.476439	2434.538246	2435.905338	2516.348972
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	6103	Share of GDP US$	%	18.389347	19.225205	18.358102	18.622822	18.729791
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	6187	Share of GDP US$, 2015 prices	%	18.196315	19.107009	17.826817	17.010715	17.185798
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	61570	Share of GDP Standard Local Currency	%	18.389347	19.225205	18.358102	18.622822	18.729791
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	61860	Share of GDP Standard Local Currency, 2015 prices	%	18.196315	19.107009	17.826817	17.010715	17.185798
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	61550	Annual growth Standard Local Currency	%	3.14579	1.797319	7.588989	16.862729	6.181096
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	61810	Annual growth Standard Local Currency, 2015 prices	%	0.626906	1.348953	1.800636	0.056154	3.302412
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	6129	Annual growth US$	%	1.397755	2.922414	N/A	7.019209	19.259656
3	'008	Albania	22016	Value Added (Agriculture, Forestry and Fishing)	6182	Annual growth US$, 2015 prices	%	0.626906	1.348953	1.800636	0.056154	3.302412
3	'008	Albania	22075	Value Added (Total Manufacturing)	6224	Value Standard Local Currency	million SLC	105849.0	101416.0	114251.0	139775.8	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6110	Value US$	million USD	963.570296	933.419236	1103.661128	1236.498046	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6225	Value Standard Local Currency, 2015 prices	million SLC	107283.321101	102873.344897	114332.683062	122433.739349	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6184	Value US$, 2015 prices	million USD	851.719703	816.709008	907.684418	971.998509	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6103	Share of GDP US$	%	6.256208	6.156009	6.155194	6.536652	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6187	Share of GDP US$, 2015 prices	%	6.568002	6.525202	6.646486	6.78778	
3	'008	Albania	22075	Value Added (Total Manufacturing)	61570	Share of GDP Standard Local Currency	%	6.256208	6.156009	6.155194	6.536652	
3	'008	Albania	22075	Value Added (Total Manufacturing)	61860	Share of GDP Standard Local Currency, 2015 prices	%	6.568002	6.525202	6.646486	6.78778	
3	'008	Albania	22075	Value Added (Total Manufacturing)	61550	Annual growth Standard Local Currency	%	5.442591	-4.188042	12.655793	22.340986	
3	'008	Albania	22075.0	Value Added (Total Manufacturing)	61810	Annual growth Standard Local Currency, 2015 prices	%	5.597403	-4.110589	11.139268	7.085512	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6129	Annual growth US$	%	2022-05-01	-3.129099	18.238524	12.036023	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6182	Annual growth US$, 2015 prices	%	5.597403	-4.110589	11.139268	7.085512	
3	'008	Albania	22075	Value Added (Total Manufacturing)	61890	Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency		0.340208	0.320205	0.335285	0.351002	
3	'008	Albania	22075	Value Added (Total Manufacturing)	6163	Ratio of Value Added (Agriculture, Forestry and Fishing) US$		0.340208	0.320205	0.335285	0.351002	
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6224	Value Standard Local Currency	million SLC	20709.586957	18663.965708	21025.311928		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6110	Value US$	million USD	188.524623	171.780632	203.103863		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6225	Value Standard Local Currency, 2015 prices	million SLC	20990.214998	18932.166338	21040.343848		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6184	Value US$, 2015 prices	million USD	166.640811	150.302013	167.038783		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6103	Share of GDP US$	%	1.224041	1.132913	1.132724		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6187	Share of GDP US$, 2015 prices	%	1.285044	1.200857	1.223135		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61570	Share of GDP Standard Local Currency	%	1.224041	1.132913	1.132724		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61860	Share of GDP Standard Local Currency, 2015 prices	%	1.285044	1.200857	1.223135		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61550	Annual growth Standard Local Currency	%	20.928996	-9.877654	12.651899		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61810	Annual growth Standard Local Currency, 2015 prices	%	21.106546	-9.804801	11.135426		
3	'008	Albania	2022-05-01	Value Added (Manufacture of food, beverages and tobacco products)	6129	Annual growth US$	%	18.879585	-8.881594	18.234436		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6182	Annual growth US$, 2015 prices	%	21.106546	-9.804801	11.135426		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61900	Share of Value Added (Total Manufacturing) Standard Local Currency	%	19.565217	18.403374	18.402738		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6143	Share of Value Added (Total Manufacturing) US$	%	19.565217	18.403374	18.402738		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	61890	Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency		0.066562	0.058929	0.061702		
3	'008	Albania	22076	Value Added (Manufacture of food, beverages and tobacco products)	6163	Ratio of Value Added (Agriculture, Forestry and Fishing) US$		0.066562	0.058929	0.061702		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6224.0	Value Standard Local Currency	million SLC	20709.586957	18663.965708	21025.311928		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6110	Value US$	million USD	188.524623	171.780632	203.103863		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6225	Value Standard Local Currency, 2015 prices	million SLC	20990.214998	18932.166338	21040.343848		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6184	Value US$, 2015 prices	million USD	166.640811	150.302013	167.038783		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	61570	Share of GDP Standard Local Currency	%	1.224041	1.132913	1.132724		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	61860	Share of GDP Standard Local Currency, 2015 prices	%	1.285044	1.200857	1.223135		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	61550	Annual growth Standard Local Currency	%	20.928996	-9.877654	12.651899		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	61810	Annual growth Standard Local Currency, 2015 prices	%	21.106546	-9.804801	11.135426		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6129	Annual growth US$	%	18.879585	-8.881594	18.234436		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6182	Annual growth US$, 2015 prices	%	21.106546	-9.804801	11.135426		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	61900	Share of Value Added (Total Manufacturing) Standard Local Currency	%	19.565217	18.403374	18.402738		
3	'008	Albania	22077	Value Added (Manufacture of food and beverages)	6143	Share of Value Added (Total Manufacturing) US$	%	19.565217	18.403374	18.402738		
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6224	Value Standard Local Currency	million SLC					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6110	Value US$	million USD					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6225	Value Standard Local Currency, 2015 prices	million SLC					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6184	Value US$, 2015 prices	million USD					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	61570	Share of GDP Standard Local Currency	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	61860	Share of GDP Standard Local Currency, 2015 prices	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	61550	Annual growth Standard Local Currency	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	61810	Annual growth Standard Local Currency, 2015 prices	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6129	Annual growth US$	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6182	Annual growth US$, 2015 prices	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	61900	Share of Value Added (Total Manufacturing) Standard Local Currency	%					
3	'008	Albania	22078	Value Added (Manufacture of tobacco products)	6143	Share of Value Added (Total Manufacturing) US$	%					
3	'008	Albania	22011	Gross National Income	6224	Value Standard Local Currency	million SLC	1669759.046222	1620073.662361	1830191.834558	2108409.301957	
3		Albania	22011	Gross National Income	6110	Value US$	million USD	15200.24014	14910.940289	17679.596547	18651.61196	'008
3	'008	Albania	22011	Gross National Income	6119	Value US$ per capita	USD	5289.094977	5201.15998	6193.132244	6562.106096	
3	'008	Albania	22011	Gross National Income	61550	Annual growth Standard Local Currency	%	2.142178	-2.975603	12.969667	15.201546	
3	'008	Albania	22011	Gross National Income	6129	Annual growth US$	%	0.411151	-1.903259	18.567952	5.49795	
3	'008	Albania	22011	Gross National Income	61290	Annual growth US$ per capita	%	0.520511	-1.662572	19.072135	5.95779	
3	'008	Albania	22071	Gross Output (Agriculture, Forestry and Fishing)	6224	Value Standard Local Currency	million SLC	431976.590996	440532.50011			
3	'008	Albania	22071	Gross Output (Agriculture, Forestry and Fishing)	6110	Value US$	million USD	3932.392481	4054.601934			
3	'008	Albania	22071	Gross Output (Agriculture, Forestry and Fishing)	61550	Annual growth Standard Local Currency	%	3.110571	1.980641			
3	'008	Albania	22071	Gross Output (Agriculture, Forestry and Fishing)	6129	Annual growth US$	%	1.363133	3.107763			
6	'020	Andorra	22008	Gross Domestic Product	6224	Value Standard Local Currency	million SLC	2818.42229	2531.086846	2810.965268	3210.31	3397.983551
6	'020	Andorra	22008	Gross Domestic Product	6110	Value US$	million USD	3155.151912	2890.997547	3324.641933	3376.020146	3674.13301
6	'020	Andorra	22008	Gross Domestic Product	6119	Value US$ per capita	USD	41328.634079	37207.175636	42065.970756	42293.297081	45876.198808
6	'020	Andorra	22008	Gross Domestic Product	6225	Value Standard Local Currency, 2015 prices	million SLC	2711.965905	2408.667528	2608.268927	2857.734753	2894.885305
6	'020	Andorra	22008	Gross Domestic Product	6185	Value US$ per capita, 2015 prices	USD	39397.866074	34380.606642	36601.265485	39705.084648	40088.666466
6	'020	Andorra	22008	Gross Domestic Product	6184	Value US$, 2015 prices	million USD	3007.75129	2671.373136	2892.744416	3169.418677	3210.62112
6	'020	Andorra	22008	Gross Domestic Product	61550	Annual growth Standard Local Currency	%	3.418108	-10.194904	11.057638	14.206676	5.845963
6	'020	Andorra	22008	Gross Domestic Product	61810	Annual growth Standard Local Currency, 2015 prices	%	2.015348	-11.18371	8.286797	9.564421	1.299999
6	'020	Andorra	22008	Gross Domestic Product	6129	Annual growth US$	%	-1.965796	-8.37216	14.999818	1.545375	8.830304
6	'020	Andorra	22008	Gross Domestic Product	61290	Annual growth US$ per capita	%	-3.673687	-9.972405	13.058758	0.540404	8.471559
6	'020	Andorra	22008	Gross Domestic Product	6182	Annual growth US$, 2015 prices	%	2.015348	-11.18371	8.286797	9.564421	1.3
6	'020	Andorra	22008	Gross Domestic Product	61820	Annual growth US$ per capita, 2015 prices	%	0.238101	-12.734851	6.459044	8.480087	0.966077
6	'020	Andorra	22015	Gross Fixed Capital Formation	6224	Value Standard Local Currency	million SLC	564.588244	516.916148	565.070045	644.528907	660.594849
6	'020	Andorra	22015	Gross Fixed Capital Formation	6110	Value US$	million USD	632.042148	590.419613	668.33112	677.798273	714.280485
6	'020	Andorra	22015	Gross Fixed Capital Formation	6225	Value Standard Local Currency, 2015 prices	million SLC	543.26283	491.914824	524.32332	573.742927	579.891357
6	'020	Andorra	22015	Gross Fixed Capital Formation	6184	Value US$, 2015 prices	million USD	602.514757	545.566389	581.509575	636.31922	643.13824
6	'020	Andorra	22015	Gross Fixed Capital Formation	6103	Share of GDP US$	%	20.032067	20.422695	20.102349	20.076843	19.44079
6	'020	Andorra	22015	Gross Fixed Capital Formation	6187	Share of GDP US$, 2015 prices	%	20.032067	20.422695	20.102349	20.076843	20.031583
6	'020	Andorra	22015	Gross Fixed Capital Formation	61570	Share of GDP Standard Local Currency	%	20.032067	20.422695	20.102349	20.076843	19.44079
6	'020	Andorra	22015	Gross Fixed Capital Formation	61860	Share of GDP Standard Local Currency, 2015 prices	%	20.032067	20.422695	20.102349	20.076843	20.031583
6	'020	Andorra	22015	Gross Fixed Capital Formation	61550	Annual growth Standard Local Currency	%	6.583393	-8.443693	9.31561	14.061772	2.492664
6	'020	Andorra	22015	Gross Fixed Capital Formation	61810	Annual growth Standard Local Currency, 2015 prices	%	5.1377	-9.45178	6.588233	9.425407	1.071635
6	'020	Andorra	22015	Gross Fixed Capital Formation	6129	Annual growth US$	%	1.034706	-6.585405	13.195955	1.416536	5.382458
6	'020	Andorra	22015	Gross Fixed Capital Formation	6182	Annual growth US$, 2015 prices	%	5.1377	-9.45178	6.588233	9.425407	1.071635
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6224	Value Standard Local Currency	million SLC	14.73	14.16	14.95	15.65	16.270494
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6110	Value US$	million USD	16.48986	16.173497	17.681968	16.457823	17.592775
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6225	Value Standard Local Currency, 2015 prices	million SLC	14.176067	13.47639	13.871859	13.932701	14.338815
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6184	Value US$, 2015 prices	million USD	15.722205	14.946216	15.384818	15.452296	15.902703
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6103	Share of GDP US$	%	0.522633	0.559443	0.531846	0.487492	0.478828
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6187	Share of GDP US$, 2015 prices	%	0.522723	0.559496	0.531842	0.487544	0.495315
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	61570	Share of GDP Standard Local Currency	%	0.522633	0.559443	0.531846	0.487492	0.478828
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	61860	Share of GDP Standard Local Currency, 2015 prices	%	0.522723	0.559496	0.531842	0.487544	0.495315
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	61550	Annual growth Standard Local Currency	%	-1.074547	-3.869654	5.579096	n/a	3.96482
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	61810	Annual growth Standard Local Currency, 2015 prices	%	-2.399554	-4.935623	2.934537	0.438596	2.914825
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6129	Annual growth US$	%	-6.224565	-1.918529	9.326806	-6.923122	6.896122
6	'020	Andorra	22016	Value Added (Agriculture, Forestry and Fishing)	6182	Annual growth US$, 2015 prices	%	-2.399554	-4.935623	2.934537	0.438596	2.914825
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6224	Value Standard Local Currency	million SLC	103.54	94.5	114.23	114.79	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6110	Value US$	million USD	115.910391	107.937532	135.104426	120.715243	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6225	Value Standard Local Currency, 2015 prices	million SLC	99.627934	89.923717	105.996009	102.183276	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6184	Value US$, 2015 prices	million USD	110.494032	99.731407	117.556653	113.328077	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6103	Share of GDP US$	%	3.673687	3.733574	4.063729	3.575667	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6187	Share of GDP US$, 2015 prices	%	3.673643	3.733339	4.063845	3.575674	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	61570	Share of GDP Standard Local Currency	%	3.673687	3.733574	4.063729	3.575667	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	61860	Share of GDP Standard Local Currency, 2015 prices	%	3.673643	3.733339	4.063845	3.575674	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	61550	Annual growth Standard Local Currency	%	5.234271	-8.730926	20.878306	0.490238	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	61810	Annual growth Standard Local Currency, 2015 prices	%	3.805636	-9.740459	17.873252	-3.597054	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6129	Annual growth US$	%	-0.244181	-6.878468	25.169088	-10.650416	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6182	Annual growth US$, 2015 prices	%	3.805636	-9.740459	17.873252	-3.597054	
6.0	'020	Andorra	22075	Value Added (Total Manufacturing)	61890	Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency		7.029192	6.673729	7.640803	7.334824	
6	'020	Andorra	22075	Value Added (Total Manufacturing)	6163	Ratio of Value Added (Agriculture, Forestry and Fishing) US$		7.029192	6.673729	7.640803	7.334824	
6	'020	Andorra	22011	Gross National Income	6224	Value Standard Local Currency	million SLC	2818.42229	2531.086846	2810.965268	3210.31	
6	'020	Andorra	22011	Gross National Income	6110	Value US$	million USD	3155.151912	2890.997547	3324.641933	3376.020146	
6	'020	Andorra	22011	Gross National Income	6119	Value US$ per capita	USD	41328.634079	37207.175636	42065.970756	42293.297081	
6	'020	Andorra	22011	Gross National Income	61550	Annual growth Standard Local Currency	%	3.418108	-10.194904	11.057638	14.206676	
6	'020x	Andorra	22011	Gross National Income	6129	Annual growth US$	%	-1.965796	-8.37216	14.999818	1.545375	
6	'020	Andorra	22011	Gross National Income	61290	Annual growth US$ per capita	%	-3.673687	-9.972405	13.058758	0.540404	
11	'040	Austria	22008	Gross Domestic Product	6224	Value Standard Local Currency	million SLC	397147.19	380888.46	405241.42	447217.64	484358.294061
11	'040	Austria	22008	Gross Domestic Product	6110	Value US$	million USD	444596.155845	435049.316956	479295.362747	470302.170937	523721.427814
11	'040	Austria	22008	Gross Domestic Product	6119	Value US$ per capita	USD	50067.472961	48839.268984	53720.125274	52608.760637	58457.837496
11	'040	Austria	22008	Gross Domestic Product	6225	Value Standard Local Currency, 2015 prices	million SLC	373091.24	348344.13	363106.49	380558.95	382233.40938
11	'040	Austria	22008	Gross Domestic Product	6185	Value US$ per capita, 2015 prices	USD	46597.510758	43370.742455	45136.252408	47212.905066	47318.257481
11	'040	Austria	22008	Gross Domestic Product	6184	Value US$, 2015 prices	million USD	413783.099678	386336.90211	402709.34516	422065.288751	423922.376041
11	'040	Austria	22008	Gross Domestic Product	61550	Annual growth Standard Local Currency	%	3.081728	-4.093881	6.393724	10.358324	8.304827
11	'040	Austria	22008	Gross Domestic Product	61810	Annual growth Standard Local Currency, 2015 prices	%	1.450529	-6.632992	4.237866	4.80643	0.44
11	'040	Austria	22008	Gross Domestic Product	6129	Annual growth US$	%	-2.284664	-2.147306	10.170351	-1.876337	11.358496
11	'040	Austria	22008	Gross Domestic Product	61290	Annual growth US$ per capita	%	-2.718521	-2.453098	9.993712	-2.068805	11.118066
11	'040	Austria	22008	Gross Domestic Product	6182	Annual growth US$, 2015 prices	%	1.450529	-6.632992	4.237866	4.80643	0.44
11	'040	Austria	22008	Gross Domestic Product	61820	Annual growth US$ per capita, 2015 prices	%	1.000088	-6.924766	4.070739	4.600853	0.223143
11	'040	Austria	22015	Gross Fixed Capital Formation	6224	Value Standard Local Currency	million SLC	100012.8	96973.54	108097.16	117014.28	122772.742188
11	'040	Austria	22015	Gross Fixed Capital Formation	6110	Value US$	million USD	111961.780254	110762.800059	127850.868537	123054.336396	132750.314433
11	'040	Austria	22015	Gross Fixed Capital Formation	6225	Value Standard Local Currency, 2015 prices	million SLC	95279.768154	90048.834855	95508.761677	95618.796991	98260.570313
11	'040	Austria	22015	Gross Fixed Capital Formation	6184	Value US$, 2015 prices	million USD	105671.625534	99870.171191	105925.594643	106047.631155	108977.534187
11	'040	Austria	22015	Gross Fixed Capital Formation	6103	Share of GDP US$	%	25.182804	25.459826	26.674756	26.164952	25.347505
11	'040	Austria	22015	Gross Fixed Capital Formation	6187	Share of GDP US$, 2015 prices	%	25.537927	25.850539	26.303237	25.125883	25.706955
11	'040	Austria	22015	Gross Fixed Capital Formation	61570	Share of GDP Standard Local Currency	%	25.182804	25.459826	26.674756	26.164952	25.347505
11	'040	Austria	22015	Gross Fixed Capital Formation	61860	Share of GDP Standard Local Currency, 2015 prices	%	25.537927	25.850539	26.303237	25.125883	25.706955
11	'040	Austria	22015	Gross Fixed Capital Formation	61550	Annual growth Standard Local Currency	%	5.585998	-3.038872	11.470778	8.249171	4.921161
11	'040	Austria	22015	Gross Fixed Capital Formation	61810	Annual growth Standard Local Currency, 2015 prices	%	4.546573	-5.490078	6.063295	0.115209	2.762817
11	'040	Austria	22015	Gross Fixed Capital Formation	6129	Annual growth US$	%	0.089235	-1.070884	15.427624	-3.751662	7.879428
11	'040	Austria	22015	Gross Fixed Capital Formation	6182	Annual growth US$, 2015 prices	%	4.546573	-5.490078	6.063295	0.115209	2.762817
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6224	Value Standard Local Currency	million SLC	4179.64	4068.2	4938.39	6197.55	6476.753906
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6110	Value US$	million USD	n/a	4646.68221	5840.83292	6517.45584	7003.110807
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6225	Value Standard Local Currency, 2015 prices	million SLC	4166.19	3852.85	4097.75	4369.13	4409.799805
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6184	Value US$, 2015 prices	million USD	4620.582922	4273.067938	4544.678392	4845.656934	4890.762464
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6103	Share of GDP US$	%	1.052416	1.068082	1.218629	1.385802	1.337182
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6187	Share of GDP US$, 2015 prices	%	1.116668	1.106047	1.128526	1.148082	1.153693
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	61570	Share of GDP Standard Local Currency	%	1.052416	1.068082	1.218629	1.385802	1.337182
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	61860	Share of GDP Standard Local Currency, 2015 prices	%	1.116668	1.106047	1.128526	1.148082	1.153693
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	61550	Annual growth Standard Local Currency	%	-4.046907	-2.666259	21.390049	25.497378	4.505069
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	61810	Annual growth Standard Local Currency, 2015 prices	%	-3.225065	-7.521021	6.356333	6.622658	0.930844
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6129	Annual growth US$	%	-9.042185	-0.690708	25.698996	11.584356	7.451603
11	'040	Austria	22016	Value Added (Agriculture, Forestry and Fishing)	6182	Annual growth US$, 2015 prices	%	-3.225065	-7.521021	6.356333	6.622658	0.930844
11	'040	Austria	22075	Value Added (Total Manufacturing)	6224	Value Standard Local Currency	million SLC	65893.88	61607.21	68586.38	71145.64	
11	'040	Austria	22075	Value Added (Total Manufacturing)	6110	Value US$	million USD	73766.519012	70367.515545	81119.876348	74818.043726	
11	'040	Austria	22075	Value Added (Total Manufacturing)	6225	Value Standard Local Currency, 2015 prices	million SLC	65197.98	60464.02	68124.93	70934.63	
